Tanggal,Komentator,Komentar,jumlahlike
2020-03-22T11:53:59Z,@flimchanel967,COVID 19<br><br>C : CUCI TANGAN (WUDHU)<br>O : OLAHRAGA<br>V : VITAMIN<br>I  : IKHTIAR<br>D : DOA<br><br>19<br><br>2. SUBUH<br>4. ZUHUR<br>4. ASYAR<br>3. MAGRIB<br>4. ISYA<br>2. TAHAJUT<br><br>INSYA ALLAH AKAN TERHIDAR DARI VURUS CORONA <br>AMIIN YA RABAL ALAMIIN,222
2020-03-24T20:08:38Z,@sunankalijaga8742,Kmu kopas dari di gus kan,3
2020-03-29T08:50:18Z,@logonation3751,Gak mungkin,0
2020-03-29T11:19:52Z,@adiikeyboard2146,@@logonation3751 jjur aja bro semuanya copas,1
2020-03-29T21:59:56Z,@logonation3751,@@adiikeyboard2146 iya,0
2020-04-05T23:59:45Z,@randomthings5474,Cocoklogi IDIOT,3
2020-03-21T15:57:09Z,@danishalfarizi2115,Di bandara/di peswatnya itu loh dlm perjalanan pulang ke malaysia,0
2020-03-21T15:35:31Z,@truksantuy4314,Gara² virus corona parah gk ada yg keluar rumah dan gk ada belanja kepasar bener² sepi kalo penyakit tipes apa lah itu segala macem penyakit itu kan udah dari dulu iya kalo gk mau kena penyakit bener² jaga kesehatan.<br>Maaf saya udah ngomong kasar sebelomnya🙏🙏🙏🙏<br><br><br>Dan maaf banget iya untuk semuanya <br>Kalo saya si gk takut sama virus corona kalo saya pirbadi saya takutnya sama allah swt iya kalo udah takdirnya pulang keramat tuloh iya kita kudu terima. Dan kalo masih di kasih kesehatan sama mahakuasa alhamdulilah <br>Dan sekali lagi saya minta maaf kalo ngomongan saya kasar dan kurang enak di denger sama semuanya saya minta maaf🙏🙏🙏,0
2020-03-21T14:09:57Z,@nuelwerang5442,Bukan hanya itu<br>Kita juga memohon pentunjuk kepada Allah agar bangsa kita Indonesia hidup sejahtera dan di jauhkan dari covid 19,5
2020-03-21T11:53:42Z,@lukmankomeng8284,Tangkap saja harusnya,0
2020-03-21T11:47:05Z,@hircullesssdayou2111,org jepang ini emang dari dulu memawah penyakit ke endonesia jadi ngak heran,0
2020-03-21T10:47:06Z,@imranhamdi8918,Ahli maksiat.. Allah bayar tunai,0
2020-03-21T10:16:22Z,@hellenahellena5464,Tak jelas. Sebutkan orgnya alamat nya itu baru berita jelas,0
2020-03-21T06:03:58Z,@edi.TCB.212,klau ada orang asing jangan di bolehin di indo sebelom virus ini benar&quot;hilang,0
2020-03-21T00:32:54Z,@andini1424,Moga di srpianhggan g ad ctrona,0
2020-03-20T23:34:17Z,@syawalhusaid4094,Warga depok 😂 bukan warga negara indonesia 😂 negara dan daerah,0
2020-03-20T23:25:46Z,@didikfajarguritno8625,Kabarnya bandara ditutup untuk keluar / masuk indonesia...nyantanya<br><br>Memang pandai bersilat lidah dan aneh tapi nyata banget,0
2020-03-20T16:41:13Z,@korneliusfernando6750,Jauh Kan bahala ngirung sen nee..,0
2020-03-20T14:38:59Z,@mangjunaofficial,"Semua nya lebay ,<br>Ni penyakit belum apa apa di banding cancer ,and Aids.",0
2020-03-22T09:25:22Z,@yopisartian1027,"Lebay matamu, gk tau apa korban udh makin bnyk. Kelurgamu terinfeksi baru tau rasa lu",0
2020-03-23T15:56:28Z,@mangjunaofficial,"Orang parno kaya luu yang cepat kena biasanya ,awas tuh di belakang luu,curutt bau.",0
2020-03-25T19:03:51Z,@yopisartian1027,"@@mangjunaofficial wkwk pantes, situ kena aids ya?",0
2021-01-31T08:46:23Z,@sannnx.2400,Lebay?,0
2020-03-20T12:44:31Z,@miskari3760,Indonesia omongannya aja<br>Besar kagak bisa medeteksi korona,0
2020-03-20T11:03:14Z,@herisetiawan9983,Di mohon untuk pemerintah Indonesia untuk menagani korona sebelum banyak korban,0
2020-03-20T09:26:28Z,@abdulhamet1256,Musnahkan orang cina di indonesia makanya . Biar gk ketularan,0
2020-03-20T09:19:42Z,@hendykelingdimakandenganna1273,Hanya allah yang Tau kapan penyakit akan datang .. N kapan adzal Kita akan tiba...  Kalau allah Sudah  Berkehendak   Apa Boleh buat....,0
2020-03-20T06:09:59Z,@tayoyotayo6604,Amerika biangnya...senjata biologis..itu sudah pasti....corona made in america...,0
2020-03-20T01:29:32Z,@panjihitam7942,هذه الفيروسات تفتح عينيك ، كل كنوز المرض ستكون بإرادة آلهتهم وبخوه ، لا تأكل المشروبات النجسة ، تسجد لله ، كل مشاكل هذا العالم ، يجب أن يكون هناك طريق ، والنساء والكهنة الذين يتصرفون بحتة ، يرون إلى المرآة ، لأن العالم مليء بالأكاذيب والأكاذيب ، أن الحيوانات ستنتشر من العين البشرية غير المرئية إلى العين البشرية ، وتعذب زوليم ، وتدرك أنه لا إله إلا الله ، انظر لا ، كل العرب المتغطرسين والصينيين سيبقى في القانون ، حتى لا تحدث نهاية العالم ، محو الأعمال السيئة ، تجاهل الشر ، الاستبدال بالخير ، كل قلوبك مهزومة ، من قبل الشيطان ، يا ملكي هو شريكك حقًا &quot;هو الذي تسبب في كل هذا حتى تعاقده,0
2020-03-19T21:04:06Z,@giokhitam2870,Dansa valentine membawa petaka.biangkerok masuknya Corona ke Indonesia..Kasian yg gak ikutan dansa..Abis tertawa riang dan gembira...Kemudian Nangis2... Na&#39;udzubillahimindzalik....Ya.. Allah..Jauhkan kami dari Azab Corona..,0
2020-03-19T19:44:46Z,@zaidsitompul7643,China is the best deh.,0
2020-03-19T16:37:30Z,@anwarwar6971,"Virus boleh msk ataupun ujian apapun, kita selaku umat hrs menerima ujian itu Krn kita g bisa menghindar dr apapun ujian kita selaku umat untuk mnkoreksi mn yg Baek dan mn yg buruk d krjkn kita semua d suruh kembali belajar d masa itu d mn kita awal muncul, kita sudah lupa apa yg ajarankan sehingga ujian yg bgtu dahsyat.",0
2020-03-19T16:02:06Z,@benar9960,Gara gara satu virus menyebabkan orang panik <br>Negara itu.... selalu ad virus heran,0
2020-03-19T13:03:25Z,@arilganss1974,Karep mu su su🤣🤣🤣,1
2020-03-19T10:57:36Z,@zamronisetyo3430,Cina bikin susah aja .,0
2020-03-19T10:24:23Z,@kalengkaleng2740,"coy, harga masker sangat menekan kami rakyat kecil di daerah. tolong angkat di media",0
2020-03-19T09:54:48Z,@hengkygerung7956,matikan saja orangnya😠,0
2020-03-19T08:33:01Z,@hamidahjenn52,Saya mau tanya..... apa sampai segini atau segitunya takut thdp virus ini. Dan cara tersebarnya virus corona ini gmn sih.... apa bisa menular atau macemana jalannya.....<br>Sejauh ini saya keknya selo selo aja dan yakin sama Allaah aja mudah mudahan Allah Swt melindungi Hamba HambaNya.,0
2020-03-19T07:42:25Z,@bolangnaldi838,"parahhh,,&quot; penerbangan rugi klo dt2p akses kluar masuk biarlah virus menyebar biar mampus semua nya&quot; peran pemerintah sungguh lamban terkesan menyepelekan,, kalo udah byk yg mampus baru ambil tindakan,",0
2020-03-19T06:05:34Z,@edwin0271,Jepang bikin ulah,1
2020-03-19T05:06:32Z,@mash_uchil2264,mending orang asing dilarang masuk ke indonesia bisa ngak kenak corona,0
2020-03-19T02:17:54Z,@suhadakhadak2031,Itu bohong hoak,0
2020-03-18T22:34:14Z,@ariniaswindi388,Menakutkan,0
2020-03-18T22:32:30Z,@cahjowo6468,Jepang neh,0
2020-03-18T20:59:57Z,@yudhokuncoro6891,Makanya jangan sembarang memperbolehlan orang luar msuk,0
2020-03-18T14:45:25Z,@bg_soni,"Akibat satu yg tertular,, yg lain terkena imbas nya..",0
2020-03-18T13:20:29Z,@jerriputraka6360,subhan allah,0
2020-03-18T11:47:28Z,@onepiece1304,Anjinglah warga depok,0
2020-03-18T08:03:40Z,@dewiretnowati6224,Modar .. udah tau 1bln sblm ny rame Corona.. ini malah di bolehkan masuk ke Indonesia,1
2020-03-18T06:45:39Z,@permanavlog1910,Janganlah kalian takut dengan penyakit ciptaan allah.<br>Karna sesungguhnya allah tida akan memberikan penyakit kepada orang2 yg ber&#39;iman dan ta&#39;at akan ajaran nyah....,7
2020-03-18T05:32:59Z,@abdulmajidmajid6609,Hox  ngpain takut korona tinggl tobat,0
2020-03-18T05:31:35Z,@ferryirawan5208,Dulu aja pada gaya seolah2 indonesia anti corona giliran udah kena pada ribut.. Terlalu menganggap remeh jd gini nii.,0
2020-03-18T04:20:48Z,@ahmadmushtafa3492,Orang yang takut sama korona adalah kapir.kita mah pasràhin aja ma yang kuasa .jangan takut sama korona.yang harus kita takut kan sama yang menciptakan bumi dan alam kita,0
2020-03-18T04:19:53Z,@alexchin2680,"Terlalu lamban dlm mengatasi virus ini dan menganggap enteng, seharusnya hrs lebih waspada, negara lain sudah kena imbas corona virus, sebelum corona masuk ke indonesia hrsnya lebih waspada dan ketat dlm keluar masuknya warga asing. Dan yg buat nimbun masker dan hand sanitizer itu lah org yg harusnya kena azab. Kalo kalian nimbun hand sanitizer kalo mereka ga dapat hand sanitizer yah mereka ga bs cuci tangan, yah percuma virus ga akan hilang dengan cepat. ( ini terjadi di amerika, semua memborong semua hand sanitizer dan menjadi langka. Kasihan bagi yg belom kebagian terutama kaum lansia) maaf jika ada yg salah, ini hanya pendapat saya. Cm mengingatkan, virus ini bs hilang jika ada kepedulian antar sesama, bagi2kan hand sanitizer atau masker jika ada yg lebih. Selamat berjuang INDONESIA. Dan jgn mengambil keuntungan dr kemalangan.",0
2020-03-18T02:50:35Z,@AriBucuy,Haha banyak2 teman orang luar negri jdi sehat trus,0
2020-03-18T02:06:08Z,@adrianbokyova288,Pasti warga Depok ngelonte sama tuh Jepang dia makan nyangka kita kena getahnya,4
2020-03-26T03:22:00Z,@busabasechannel5308,"Adrian Bokyova ,,😚😚😚😚😚☺️",0
2020-04-20T12:43:12Z,@boybastos3592,Emang pelacur. Kabar nya bro,0
2020-03-18T00:55:05Z,@rismanemak1705,"<a href=""https://www.youtube.com/watch?v=7apNaBVj0q8&amp;t=345"">5:45</a>  klo cuci tangan harus pake alkohol berarti klo virus nya di dalam tubuh harus minum alkohol seperti gilbey mension black label jack danil anggur merah Dan angkeng biar tubuh kita jdi angker sama cocorobet / corona",0
2020-03-17T22:01:33Z,@hmaulana2326,Ini gara gara biang kladinya china  emang bikin gaduh seluruh dunia,0
2020-03-17T18:54:08Z,@esinurutami818,Kek siput pemerintahnya,0
2020-03-17T18:05:01Z,@pranacitra3788,dosa manusia sdah bnyak mangkanya ada ada aja penyakit yg datang...apalagi dosa zina,0
2020-03-17T16:28:25Z,@andibella2266,Hidup dikampung ternyata lebih tenang bebas jauh dari penyakit sejuk  menghirup udara pegunungan  angin alam.,0
2020-03-17T15:30:15Z,@fazlee794,di India sudah ditemukan ubat virus ini dengan meminum air kencing lembu.. Hebat Kan?,0
2020-03-17T14:22:45Z,@mafulfauji4258,Sampel wkwkw,0
2020-03-17T13:42:14Z,@abbaewes2492,dulu HIV skrg corona..politik emg kejam..bisnis biar maju emg segala cara di lakukan.. setiap yg bernyawa pasti akan mati..tdk usah takut..justru ketakutan akan mendatangkan segala penyakit. santuy aja ga ush cemas..indonesia mayoritas islam..adakan tiap daerah istigosah penolak bala..insyaallah selamat dunia akherat,0
2020-03-17T13:26:45Z,@dideofficial7316,Cara menghindari Virus Corona dengan baik adalah<br>-perdekati lah kalian degan Allah <br>Dengan cara:<br>-perbanyak berdoa<br>-perbanyak sholat ( lima waktu )<br>-mengaji<br><br><br>Insyaallah allah senantiasa melindungi kita Amin..,2
2020-03-17T13:21:50Z,@anwarnur4855,Lucu banget <br>Virus dari cina<br>Yang heboh indonesia,0
2020-03-17T12:19:20Z,@kwwhd7240,Ngapain jugaa masihh di bukaa pesawat&quot; ituu ..mending rugi dari pada haruss kayak gini udah menyebar luasss ..,0
2020-03-17T06:43:27Z,@esperaries9629,Peluang PartTime 2 Jam per hari (entrepreneur) <br>Dengan penghasilan 3-11 jt/bln <br>Bisa Sambil Kuliah/Kerja<br>(Tanpa Ganggu Aktivitas) <br>LEGAL!!!!<br> NO SALES &amp; NO JUALAN.<br>Khusus Wilayah Jakarta Bogor Depok Tangerang Bekasi<br>KESEMPATAN TERBATAS!!! <br>CP : Pak Eli<br>Wa/line:083897923500<br>Bantu bc ya siapa tau ada yg membutuhkan<br><br>NOTE : TIDAK PEROKOK :),0
2020-03-17T06:32:47Z,@sofeeromadhon603,"info ndem&#39;&#39; an geden , ...<br> Votka😂😂😂",0
2020-03-17T06:15:01Z,@bagaspratama6986,Gara&quot; orang 2 itu bikin semua orng susah!!,11
2020-03-25T12:45:21Z,@riskiarianto6840,Bener tu .udah tau virus corona lg marak .pake acara dansa sama WNA  ..dia yg sembuh masyarakat lain nya kena getah nya,2
2020-04-06T15:52:50Z,@ilham6360,"Jangan menyalakan orang lain dan jangan menyalahkan siapapun karena semua ini adalah ujian dari Allah SWT, ini mungkin salah kalian juga yang udah pernah ngomong kalo China kena azab corona gara-gara ngambil laut Natuna jadi milik China, jadi pada saat virus korona terlahir di China kalian bilang itu azab buat China karena China ngaku ngaku kalo laut Natuna laut dia! , nah jadi karena Tuhan maha adil jadi impas dehh China yang mengaku ngaku laut Natuna laut dia, terus pas virus nyerang China Indonesia bilang itu azab jadi sama sama impass.... Jangan menyalahkan siapapun, justru kita harus memberi semangat kepada para tim medis yang berjuang agar penyebaran virus korona tidak bertambah lagi, bukannya saling menyalahkan ya",0
2020-04-12T12:09:42Z,@ninjahitam1662,MAAF GAN 🙂,0
2020-03-17T05:56:40Z,@raflyramadhan180,"Trs kalau gaboleh menyentuh wajah, gimana klu solat? Aneh",1
2020-03-22T18:46:22Z,@syahruby7020,Mandi dulu/cuci tangan kak ..,0
2020-03-17T05:26:52Z,@doniprasetyo4411,KORONA SEBAIKNYA JANGAN IKUT DANSA😭😭😭,0
2020-03-17T02:17:43Z,@galang5961,"aktivitas saya setiap hari selalu di kerumunan,gimana dong😣😣",3
2020-04-12T12:11:18Z,@ninjahitam1662,Semoga amal ibadah anda diampuni amin 🙂,0
2020-03-17T01:50:41Z,@yogicimeng7330,Warga depok tukang nular i virus berati jlk di basmi,0
2020-03-17T01:41:36Z,@dfarmz,Dari pada ngomongin Corona mending SUBSCRIBE Channel saya,0
2020-03-16T17:13:50Z,@alvarochanel4117,corona = bronchitis<br>bahaya nih...perlu belajar lagi di ilmu kedokteran...<br><br>masalah kesehatan..kalo belum yakin..mending di didiskusikan...<br>JANGAN GENGSI...karna untuk KESELMATAN BANYAK ORANG !!!!!!,0
2020-03-16T16:02:44Z,@iyancungkring6303,Makanya larang warga cina ada d indonesia,0
2020-03-16T15:31:02Z,@pangkalanbun9837,Corona Ki asik..comonitas Rondo mempesona,0
2020-03-16T13:29:45Z,@sastrabaliluxury,"Mari liburan Nyepi ke Bali, sambil Karantina.",0
2020-03-16T13:05:46Z,@mohdhizaz216,makanya jngan sok jaguh kalian ini virus ALLAH punyi bukan kalian ini apa2 Indonesia&#39; yg hebat claim macam2 mimpi kali,0
2020-03-16T12:51:45Z,@arfankolo9400,Saya mau bertanya apakah hewan juga mendapatkan virus Corona tersebut?,0
2020-03-16T12:43:04Z,@sikhadalgaming,Hal yg paling di takuti semua negara dari sabu sabu,0
2020-03-16T11:40:06Z,@lambocp5201,ahkirnya tentara allah sampe di +62....,2
2020-03-16T07:57:00Z,@denaraasprilia2370,Nanaonan atuhlah dansa dansa an si Depok teh jadi Corona,0
2020-03-16T06:31:28Z,@yayantomket9553,Kata embah takokak yg diam y di kebun bambu yg ska minum air kopi hitam pke air klpa ijo yg muda korona kabur 😁😁,0
2020-03-16T04:15:54Z,@ravataravatar1316,Usir orang china dari indonesia mereka pemakan kelelawar n kodok penyebab korona,0
2020-03-16T03:24:28Z,@ahlanwasahlan9175,Semoga virus ini bisa teratasi dan vaksinnya dp segera di edarkan,2
2022-08-19T13:37:02Z,@fajarbagas2364,Hai aku dari 2022,0
2020-03-16T02:42:10Z,@heztysalsabila4770,Ya Allah kenapa jadi kaya gini..aku sebagai tkw taiwan di sini pun sangat ketakutan...Lindungulah keluargaku😩😩,1
2020-03-16T02:04:10Z,@ardikualasimpang1237,Jangan kasih orang liar negri ke indonesia vieus mendekat waspada,0
2020-03-15T23:58:51Z,@gjmaudioofficial9018,"Virus,,,,,Corona,,,,, bronkitis",0
2020-03-15T23:10:58Z,@Arimanariman2109,Mangkax orang asing jangan msk indo,0
2020-03-15T21:42:57Z,@sonicontact5678,Bismillah..tidak ada mas<br>alah dengan masalah<br>karena masalah akan sel<br>alu ada selama hudup di<br>dunia..yang Mana semu<br>anya telah terjadi dgan <br>IZIN ALLAH SWT..,1
2020-03-15T16:21:23Z,@jagoanmama1764,mampus kalian yg songong corona nggk masuk indonesia,0
2020-03-15T15:02:07Z,@yeyensamsiar5764,Ya allah....,0
2020-03-15T13:55:00Z,@shzshariful8511,ELI HUKUM.,0
2020-03-15T07:38:06Z,@safaafc4348,pelajaran tuh orang asing di blehin di indonesia 😤,0
2020-03-15T07:02:12Z,@labanmubarok3387,Bohonglah.,0
2020-03-15T05:57:09Z,@asdatra8139,"makanya jangan blg cina kena azab, Allah beri mereka azab, hey itu penyakit loo sok2&#39;an nama agama di bawa2 juga malu2&#39;in aja, skrang kena indonesia mau blg apa lagi,",1
2020-03-27T04:16:56Z,@pikalsimatupang3812,😄😄😄😄👍👍👍,0
2020-03-15T05:27:42Z,@zombiegame7489,"Ini makin lama makin banyak jadi bagaimana cara ngilangin virus ini,gw takutnya mati mana belum kawin nih",0
2020-03-15T05:29:10Z,@zombiegame7489,"Obatnya aja indonesia gak ada haduh gimana ini,manalagi wna dibolehin masuk indonesia,ga punya otak kali yaa bego percuma idup bertahun tahun sekolah tapi masih bego,penyakit mengamcam nyawa woi sadarr",0
2020-03-15T05:16:49Z,@aguswindy086,dasar kau orang china penyebar penyakit,0
2020-03-15T03:10:26Z,@novitasari5657,"Agama islam harus kuat dengan penyebaran corona,adanya penyakit korona adalah teguran dari ilahi. Jangan takut dengan kematian semua sudah di takdir kan.",0
2020-03-15T01:54:45Z,@ronyayu965,Halah jangan percaya media jaman skrng bnyak abal&quot; dan hoax,0
2020-03-15T00:12:26Z,@subarycuco6325,Semua dah ada yang ngatur,0
2020-03-14T23:55:33Z,@miat2088,Ｇａｒａｇａｒａ ｊｅｐａｎｇ!!,2
2020-03-14T12:54:37Z,@kiwangridwan767,"Dunia gk akan musnah karena virus corona!! Pasti ada jalan nya untuk musnahkan virus nya, ingat lah bahwa semua penyakit ada obatnya kecuali kematian! Yang penting kita disiplin aja dalam menjaga kesehatan dan jangan lupa berdoa kepada yang maha kuasa",0
2020-03-14T12:49:54Z,@fredypet3256,-,0
2020-03-14T12:28:51Z,@rapikasari1635,Stop tranfortasi antr negara.,0
2020-03-14T12:10:32Z,@resaannestreraaroamante8916,Apa japang tu✌️✌️✌️,1
2020-03-14T10:45:12Z,@anda7315,Indonesia kena azab gara2 orang islam!!!!<br>Harusnya kan china krn menghancurkan islam Uighur 😂😂😂😂😂😂😂😂😂😂,0
2020-03-14T09:59:06Z,@ytpremiumuser224,Gara gara si jepang toh,0
2020-03-14T10:45:38Z,@anda7315,Indonesia kena azab gara2 orang islam!!!!<br>Harusnya kan china krn menghancurkan islam Uighur 😂😂😂😂😂😂😂😂😂😂,0
2020-03-14T03:06:18Z,@ainurikhsan4285,Setiap cobaan pasti ada hikmahnya tersendiri,0
2020-03-14T02:56:48Z,@ainurikhsan4285,Allah itu maha adil..........Allah memberi cobaan pada hambanya yang sanggup kalau dia gak sanggup dengan cobaan Corona dia gak di kasih  ......seandainya orang gak mampu kalau di kasih Corona gimana berobat nya apa tambah kasian,0
2020-03-14T10:45:54Z,@anda7315,Indonesia kena azab gara2 orang islam!!!!<br>Harusnya kan china krn menghancurkan islam Uighur 😂😂😂😂😂😂😂😂😂😂,0
2020-03-14T10:52:08Z,@ainurikhsan4285,@@anda7315 Islam ktp,0
2020-03-14T02:13:02Z,@subunfamilytv8524,"Saya mau cerita dulu coba kalian seluruh indonesia tolong bandingkan negara kita sendiri dengan Negara china saat virus corona dnegara china orang orang disana membagikan masker secara gratis,  kalau diindonesia tidak malah maskernya dinaikkan harganya  gimna negara kita bisa maju sebab tidak adanya kerja sama  .contoh seperti sepak bola mereka bermain bola mereka utamakan kerja sama  makamereka bisa mencetak gol sama seperti virus corona saling peduli kita sama sama bekerja sama kita bisa melawan corona tolong mengerti ya!!!!🙏🙏🙏 Saya bukan membandingkan negara kita sendiri tapi emang kenyataan. Terima kasih",0
2020-03-13T16:37:40Z,@ikanmengalir3189,Curiga saya kalau orang Indonesia banyak terinfeksi virus corona tapi dokter&quot; banyak mendiagnosa bronkitis ...aduh gawat&quot; ..,0
2020-03-12T20:38:31Z,@djdaviddafigo5474,"VIRUS CORONA TAKUT SAMA ALLAH SWT,PANAS ATAU CAHAYA MATAHARI DAN BEBERAPA JENIS TUMBUHAN YG HANYA TUMBUH DI INDONESIA..<br>MULAILAH SHALAT KALO GAK MAU COBA BERJEMUR DI BAWAH SINAR MATAHARI...SELAMAT MENCOBA,..ORANG CHINA SEMANGAT BAIK MUSLIM MAUPUN NON MUSLIM..SEMOGA WABAH VIRUS.Y BERAKHIR DI BULAN MEI 2020 AMIIN...",0
2020-03-12T11:00:36Z,@Ra-zb7jp,"Tolong kasitau donk utk mberhentikan transportasi internasional, lebih rugi negara jika      kehilangan banyak populasi manusianya",0
2020-03-12T02:32:51Z,@fiiarken12,"Tolong dong lebih sigap lagi..seharusnya ada penyuluhan kesehatan yg dilakukan medis disetiap rumah/rmah...takutnya ada yg terkena,disangka hanya flu2 biasa...keburu virus menyebar kemana2...ini juga berlaku bagi orang yg krng mampu..kalau disangka hanya flu biasa,tdk mngkin langsung check ke R.S...semoga cepat ditemukan vaksinnya...",1
2020-03-11T17:38:07Z,@okemancingchannel,Smga corona hilang di telan bumi amin ya Allah ...,18
2020-03-11T05:30:30Z,@jalaltopsay1339,"Jangan panik hadapi corona........ <br>Dekternya sudah ada obatnya sudah ada,...... yg penting anda kalau flu harus pergi ke dokter,.... <br>Jangan lagi kayak kemaren² cuma beli obat warung.......",0
