,Komentar,jumlahlike,tanggal,waktu,komentator,Sentiment
891,hadeh kalo liat ini jadi keinget sebelum pandemi ini hidup bahagia orang sehat semua ramai di luar ekonomi baiksekarang bener bener parah ekonomi bagi masyarakat kecil sepei gw bpk gw yg kerja nya rental sebelum covid masih ada pemasukan dri kerja nya skrng rental buka tapi jarang yg nyewa kendaraan bpk gw gk ada pemasukan mana ada masalah di tempat kerja mobil bak angkut barang bapak gw di gadai sama org penipu sindikat bukan bapak gw aja ternyata mobil polisi tentara ada disana semua pusing gw ngerasain hidup sekarang pandemi gk selesai yg sengsara makin sengsara rasa nya pengen gw ancurin tempat yg peama kali munculin virus ini,1.0,2021-10-07,05:45:47,rynzhuzuzu,negative
892,makanya cari rsd rudalfo yg canggi biar pd gk terlantar ketimbun penyakit,0.0,2021-10-06,14:49:29,armiatiarmiati3200,neutral
893,waas coy,0.0,2021-10-06,11:58:36,Zi_-lc4st,positive
894,aku datang,1.0,2021-10-05,03:05:18,azasyberking7342,neutral
895,udah mau dua tahun aja yaa,1.0,2021-10-04,07:21:19,raaneedsomeone,neutral
896,sekarang kasus covid di indo udh turun drastis ga sia kita ppkm,1.0,2021-10-04,06:17:32,alfikrie.30,neutral
897,sy dari masa depan,0.0,2021-10-04,04:54:28,Muhrodi-jw6oe,negative
898,hay gua dari masa depan,0.0,2021-10-03,14:12:08,rio-agusta,positive
899,nggak nyangka ya udah setahun lebih,1.0,2021-10-01,07:50:16,girbangtube2157,neutral
900,waw udah mau dua taun ya,1.0,2021-10-01,04:45:38,baguette209,neutral
901,,0.0,2021-09-30,13:26:56,aaleya0978,positive
902,hai saya dari masa depan,0.0,2021-09-30,05:46:38,aurellie9228,neutral
903,1tahun,0.0,2021-09-30,04:48:10,rosarosmayanti8734,positive
904,halo saya dari masa depan corona bukan 2 minggu tapi 2 tahun dan sekarang viral nya lagi lil mat korona anying dan emot batu,1.0,2021-09-30,04:27:07,farhanhenkertzy4863,neutral
905,wisata masa lalu,6.0,2021-09-30,01:53:22,noname-os8zl,negative
906,dalgona among us odading mang oleh apalagi gw lupa,6.0,2021-09-30,01:52:17,dzakyjunanda5689,neutral
907,nostalgia 2020,1.0,2021-09-30,02:48:04,sqduz143,neutral
908,ih gamau gasuka gelayy,0.0,2023-05-15,09:20:13,bingungnyarinama209,negative
909,bohong katanya libur 2 minggu malah sampe 2tahun,0.0,2021-09-30,01:06:08,siikyyy,negative
910,kagennnnjn,0.0,2021-09-30,00:30:26,olyienn_,positive
911,flashback coy,1.0,2021-09-29,22:55:41,Usr9182,positive
912,30 9 2021 mana nih,1.0,2021-09-29,18:27:52,griseouss,neutral
913,hai saya dari masa depan,0.0,2021-09-29,18:26:47,assede3923,neutral
914,hai aku udah selamat,1.0,2021-09-29,18:11:17,diikrulmn,neutral
915,salam dari masa depan 4 2 juta,1.0,2021-09-29,10:50:14,hotarokun4428,neutral
916,dulu kita ngira ni virus b aja v,0.0,2021-09-29,08:52:00,Sayahakiri,negative
917,hai saya dari masa depan,1.0,2021-09-28,17:09:24,geraldbc1595,neutral
918,ada apa sorry telat liat berita,3.0,2021-09-28,15:04:43,farellann,negative
919,depok anjg,6.0,2021-09-25,04:26:49,falzrds268,positive
920,org depok nih boss,0.0,2021-09-26,07:30:24,yahahahawahyu6584,positive
921,haha korona peama di indonesia dah pusing guwe malahan,0.0,2021-09-24,12:22:34,pijeturutjombang3358,positive
922,depok jakaa se indonesia wih hebat yah bisa jalan2 kopidnya selamat anda dapat door prize kopid,0.0,2021-09-23,17:57:55,masnanang2522,neutral
923,mbak nya emosi wkwkwk,1.0,2021-09-20,07:57:00,danimardinatasaputra1872,positive
924,gara gara corona gua pusing sekolah online,0.0,2021-09-20,05:12:18,DimasSattrio07_,negative
925,tak terasa corona sudah hampir 3 tahun di dunia,3.0,2021-09-18,03:35:33,rinimardiani6248,negative
926,,0.0,2021-09-29,06:53:45,nitabiel8252,positive
927,kapan kelar ajg,0.0,2021-09-17,08:55:19,abid590,neutral
928,oalah orng jepang tch nandayo koitse v,0.0,2021-09-16,15:36:54,Bilaladpr,negative
929,ara ara kimochi,0.0,2021-09-20,14:01:43,BrokenDreams20,positive
930,brokendreams20 ara ara kimochi bang ara parake peci,0.0,2021-09-24,06:42:32,notjeankirstein9965,positive
931,39 maaa sekolahku di liburin 2 mingguuuu 39 2 minggu 2 tahun,0.0,2021-09-14,00:21:37,7d28qailaivanazaafarani6,neutral
932,flashback,0.0,2021-09-13,02:48:09,GandrungBolang,positive
933,awokawok 15 juta lebih,0.0,2021-09-09,22:16:22,atlas2220,neutral
934,hati hati di 2025 banyak penculikan anak pelaku nya di makassar,0.0,2021-09-09,08:58:11,dutarinso2590,negative
935,jakaa,0.0,2021-09-09,08:58:21,dutarinso2590,neutral
936,gw peduli ngga,0.0,2021-09-14,00:22:25,7d28qailaivanazaafarani6,negative
937,7d28qailaivanazaafarani6 pasti lu penculik,0.0,2021-09-20,14:02:13,BrokenDreams20,negative
938,gw dari masa depan 2022 sekolah buka,0.0,2021-09-09,08:57:20,dutarinso2590,neutral
939,2021 aja udh buka,1.0,2021-09-11,13:35:15,zxarsnd,negative
940,biang kerok kah,0.0,2021-09-07,07:13:13,gataunamanyasiapa7893,neutral
941,wuhan kont,0.0,2021-10-05,03:46:18,faizfathur8274,positive
942,ok,0.0,2021-09-07,05:41:51,rafandafiq,neutral
943,berawal dari depok,0.0,2021-08-30,17:11:04,salmanalfarizqi,neutral
944,2 maret 2 minggu 2 tahun,1.0,2021-08-30,13:44:21,alexs3780,neutral
945,percaya lah 5 atau 10 tahun lagi libur panjang akibat pandemi covid 19 ini akan menjadi kenangan nostalgia bagi semua orang wkwkwk,31.0,2021-08-30,12:37:47,fixno9274,positive
946,bener bener hehe,0.0,2021-10-24,12:57:09,ibrahimnanda099,positive
947,iya bro kalo inget tahun 2020 kmrn selalu netes nih air mata soal nya sedih liat kehidupan di tahun itu semua orang gak ada yg boleh beraktivitas di luar rumah semisal bekerja beribadah maupun aktivitas yg lain nya,0.0,2021-11-16,04:26:41,kerupukkulit2829,negative
948,bener,0.0,2022-07-12,01:26:08,nbnabil1151,positive
949,bener anj,0.0,2022-10-22,03:33:39,ghalyandhika1887,negative
950,kangen covid covidd balik lagi lahhhh,0.0,2023-01-17,12:11:58,revaldimuhamad123,negative
951,ini awal dari corona muncul di indonesia sampai 1 tahun sekarang 2021,2.0,2021-08-29,05:58:42,hennykurniawati9967,neutral
952,selamat ulang tahun corona bila kasus terakhir pula ya gue akan simpan video ini buat kenangan,0.0,2021-09-05,03:10:50,tempekenapataklakuhukhuk5633,neutral
953,mana nih yg dari 2023,0.0,2021-08-28,06:54:33,jeje1711,neutral
954,aokwowkwo yg kesini karna ppkm diperpanjang lagi,0.0,2021-08-27,10:57:09,arganafaizal8366,negative
955,gpp sumpah gapapa,0.0,2021-08-25,05:52:17,Kaii_23,negative
956,ternyata covid 19 sudah berumur 2tahun menjadi covid 21 semoga pandemi segera berakhir supaya kita bisa kayak dulu,1.0,2021-08-25,03:45:23,louisjh2666,positive
957,ijin pakai videonya,0.0,2021-08-23,13:22:20,dlshadw,negative
958,menunggu kabar dimana diumumkan bahwa 0 kasus covid 19 di seluruh dunia semoga segera aamiinn,0.0,2021-08-20,01:25:59,zeroone3734,positive
959,libur 2minggu jadi 2tahun kamu berbohong aku pun percaya,0.0,2021-08-19,02:23:13,redarmy1400,positive
960,kami menunggu kasus terakhir entah 2022 ato 2023,0.0,2021-08-19,02:14:04,redarmy1400,negative
961,10 agustus 2022 corona berakhir,0.0,2021-08-16,14:03:30,kroncongtv9011,positive
962,hooo,1.0,2021-08-17,14:25:15,agustusseptember6661,positive
963,kita catat komen ini,2.0,2021-08-18,06:59:41,OnlyPhynx,positive
964,onlyphynx iyo siapa tau bener,0.0,2021-08-18,08:18:44,kroncongtv9011,neutral
965,awal dari libur awokawokawok,1.0,2021-08-14,05:36:32,htoythd-o7h,negative
966,kukira libur 2 minggu,1.0,2021-08-13,11:02:39,Sabrianur29,neutral
967,kukira 14 days ternyata 600days,0.0,2021-08-25,03:21:20,inaufhal_3905,negative
968,bingung mau komen apa saat melihat video ini masuk di berendaku di bulan agustus tahun 2021,1.0,2021-08-13,08:24:14,eckoclimax7768,neutral
969,kira quot jika corona berlalu dunia bakalan ngelakuin apa,1.0,2021-08-12,18:22:10,qansapahira5339,negative
970,jalanan macet semua orang pengen kumpul sama keluarga besarnya,1.0,2021-08-18,07:00:14,OnlyPhynx,neutral
971,udah setahun aja nih,0.0,2021-08-12,15:42:23,dittxd,neutral
972,dulu dua orang sekarang 1 negara,1.0,2021-08-12,14:25:17,7.gilanganggaprasetyo406,negative
973,nostalgia 2 tahun yang lalu,0.0,2021-08-11,16:29:05,Zwarx47,neutral
974,sebelum covid masuk ke indo kenapa gk siap siaga di bendara periksa kek atau tes dulu lah pas dah ada covid di indo baru diterapkan apa apaan ini,2.0,2021-08-11,06:30:30,hasep1116,neutral
975,kak ijin sv,0.0,2021-08-11,05:24:01,yusuffazilhidayatputradc371,positive
976,semoga tahun depan semua negara bebas dri covid,4.0,2021-08-10,14:12:43,yo-xg9ep,negative
977,sudah bang sekarang sudah hampir hilang,1.0,2022-07-28,13:10:40,yannanaganteng0096,neutral
978,mau balik ke 2020 lagi gk,0.0,2023-06-13,01:08:19,Rull46,neutral
979,kapan ya korona udahan pengen sekolah offline lgi,0.0,2021-08-09,07:32:20,widianingsih8378,negative
980,feels like yesterday already,0.0,2021-08-08,15:28:52,alfianhardianto8299,positive
981,ah yes nostalgic,0.0,2021-08-07,09:09:18,vxziaa2025,positive
982,siapa yang nonton di 2021 like kalau sama,4.0,2021-08-07,04:20:23,Nekopay32,neutral
983,pasti awal mula dari depok kwwk,0.0,2021-08-06,14:14:22,IlhamRamdhani31,negative
984,info dari masa depanpsbbpsbb berskalappkmppkm daruratppkm lvl 1ppkm lvl 2ppkm lvl 3 ppkm lvl 4ppkm lvl 5ppkm lvl 6ppkm final lvlpukimak k pembatasan umum kegiatan inti masyarakat antar kota kabupaten,3.0,2021-08-05,16:41:40,ferdianpradana9447,positive
985,entahlah bung aku tidak dendam terhadap pemerintah tetapi aku dendam terhadap orang depok dan orang jepang tersebut karna mereka indonesia jadi hancur banyak korupsi dan orang meninggal,4.0,2021-08-05,16:34:57,ferdianpradana9447,negative
986,dulu gua pulang sekolah liat nih berita,0.0,2021-08-05,13:00:18,RAHSYAL_MV,neutral
987,dahlah,0.0,2021-08-05,08:32:13,erlingmbappe7468,positive
988,wha bansat jepanh,3.0,2021-08-01,05:27:40,amonic1861,positive
989,eh gw dri 2021 dan corona masih ada,0.0,2021-07-29,11:16:51,adlyly,neutral
990,dan 2 juta,0.0,2021-07-29,11:12:24,yttaka9967,neutral
991,quot,0.0,2021-07-29,06:35:25,abbyamerika517,positive
992,hy aku dari masa depan,0.0,2021-07-28,14:55:10,rangdn_prh,positive
993,hai saya dari masa depan,0.0,2021-07-27,13:49:48,vlrie598,neutral
994,info sekarang2jt kasusrakyat kecil kelaparanrakyat kaya berpesta,2.0,2021-07-27,13:34:27,MobileLegends-ox1kh,neutral
995,dari berita covid juli 2021 flashback ke berita 2020,0.0,2021-07-27,12:38:05,thechokyprodigy,negative
996,udah ada faksin 2021 yeyeyeyeyye udah ada,0.0,2021-07-26,22:37:03,grendasbulanchannel8701,neutral
997,,0.0,2021-07-26,09:47:26,muhammadfadlah6287,positive
998,lord,0.0,2021-07-25,06:38:43,haikalnurrezaramadhan,positive
999,sudah juli 2021 smakin gila penyebarannya kpn pergi tuh di si color,0.0,2021-07-25,01:42:46,doronald9305,negative
1000,mengapa ketika orang tsb masuk indonesia kenapa tidak terdeteksi oleh team petugas pengamanan covid di airpo akibat kesalahan ini sekarang akibatnya fatal banget di indonesia,1.0,2021-07-24,15:05:26,kakejecky3399,neutral
1001,kita belajar dari rumah 14 hari ya anak anak eh udah sma aja,1.0,2021-07-24,11:59:13,aqlkhairullah9284,neutral
1002,gw tahun depan dah lulus sma wkwk,0.0,2021-07-25,06:58:06,dimasmuhamad9997,negative
1003,tutup saja sementara ini perbangan sukarno hatta untuk perjalanan keluar masuk nya turis asing masuk ke indonesia supaya indonesia aman dari pirus korona jika dari awal pasti indonesia aman dari kovit,1.0,2021-07-22,16:15:41,mahmudinmudin4659,positive
1004,quot semua berawal dari sini quot,2.0,2021-07-21,04:20:05,raa_rawrr6263,neutral
1005,kadangan gw ngakak sblm masuk nya corona di indonesia ada berita di you tube katanya orang indonesia kebal terhadap corona,1.0,2021-07-20,16:49:21,sandyjulian8215,positive
1006,gua pengen tau org yg peama kali kena covid dan penyebar covid di indonesia apa masih di indonesia apa sudah kaya raya ya,0.0,2021-07-19,16:24:05,yudayuda3449,neutral
1007,berawal dari org jepang skrg jd bikin susah 1 negara udh 1 tahun lebih corona ini gk juga hilang,1.0,2021-07-19,15:44:32,boywilliam9090,neutral
1008,old berita legend skrng udh 2jt sub,0.0,2021-07-16,16:39:16,Kalvinjenner,positive
1009,where it all staed,0.0,2021-07-16,06:22:44,graciodamasetra4215,neutral
1010,akibat dari 1 orang,2.0,2021-07-15,10:50:39,agushorehoreagushorehore4583,positive
1011,gmna kabar 2 org depok yg kena covid apakah sudah mati,3.0,2021-07-15,07:59:28,Aprilmahar,negative
1012,masih hidup,0.0,2021-07-17,06:06:47,MohammadRidho-uj4tn,positive
1013,ada yg tau sekarang mereka dimana tolong kasih tau aku tinggal ngga jauh padahal tp ga pernah bs nemuin mereka kunci tp knpa sekarang kaya hilang begitu aja seolah2 sdh ga penting lagi,3.0,2021-07-14,14:46:37,lum8759,negative
1014,sekarang sudah 2 6 juta lebih kasus dan seharinya beambah lebih dari 50 ribu kasus,1.0,2021-07-14,13:48:36,masdaffapratamadirdja8918,neutral
1015,sudah sejuta lebih apa yang terjadi kedepannya,0.0,2021-07-13,14:20:54,hajerimron1349,neutral
1016,dicky kp gelgel 13 juni 2021 quot corona virus berakhir di indonesia quot,0.0,2021-07-13,13:25:44,dickyputra2645,positive
1017,1 tahun lalu gatu,2.0,2021-07-13,12:59:07,nadindrawirani316,negative
1018,siapa yang cita citanya nyiptain covid trus keluar negaraa hayoo ngacung,0.0,2021-07-12,01:30:35,fyuhfaula7870,negative
1019,gilak kurang ajar juga ya mereka ber 3 bikin susah sampai sekarang menderita 1 negara gak kelar kelar,1.0,2021-07-11,16:14:02,faritazizdermawan454,negative
1020,knpa ga berpikir kebalikannya mas mereka malah sepei hilang begitu aja padahal mereka ini kunci loh aku tinggal deket aja ga pernah tau pngen bnget ketemu trus nanya,0.0,2021-07-14,14:48:31,lum8759,negative
1021,kenapa saat kasus peama peraturan tidak langsung di perketat di sengaja buang quot waktu agar makin menyebar ya wkwkwk,0.0,2021-07-11,07:42:34,raihanalfikri3284,negative
1022,gara bajingan satu ini satu indonesia kena dampak nya,1.0,2021-07-11,01:05:44,adelsaputra168,negative
1023,wo,0.0,2021-07-09,03:53:32,rahmatyt3221,positive
1024,fitnaaah daaajjaaalllladmin anda akan merugi di akhiratpemerintah akan di siksa di alam barzahhh,0.0,2021-07-07,18:33:54,khabibnurmagomrdov1116,positive
1025,boh sekarag sudsh 2 juta lebih,0.0,2021-07-07,08:01:54,dimassukocoya7240,neutral
1026,halo saya dari 2021,0.0,2021-07-07,04:46:59,laudaffaafif1186,neutral
1027,sekarang gw yang kena covid isolman dirumah rs pada penuh faskes responya lama ke puskesmas buat rapid antigen nunggu dulu trus dilempar lempar kesana kemari pas tahu covid cuma disuruh isolman obat dkk beli sendiri,4.0,2021-07-05,13:16:17,dreew738,neutral
1028,semangat brey,1.0,2021-07-05,14:57:57,ruchan1205,positive
1029,legend,1.0,2021-07-04,10:58:31,hafidzatmaja3532,neutral
1030,dulu udh dijajah belanda sekarang giliran virus v,0.0,2021-07-04,00:52:00,tempebenguk371,negative
1031,kita libur dua minggu ya anak kelas 5sd ehh skrg udh smp,12.0,2021-07-03,04:45:37,lilythaliqaalmiras9915,neutral
1032,hahahahaah sama anjr,1.0,2021-07-06,12:38:53,arkan6496,negative
1033,gua kls 8 ngab,1.0,2021-07-27,00:52:42,ahnfgaming3152,positive
1034,dari sini lalu nyebar ke klaster lembang suroboyo dst kah luar binasa,0.0,2021-06-27,05:36:07,suwarjonoeko4636,negative
1035,orang yg membawa peama kali ini seharusnya dihukum,0.0,2021-06-26,16:49:46,galihaji9352,negative
1036,covid19 penyakit umum orang indonesia sedari dulu,0.0,2021-06-25,17:34:18,sukardisugeng2539,neutral
1037,haii gua dari 2021,0.0,2021-06-25,00:12:09,ahmadsobari9236,positive
1038,awal mula libur panjang sampe gw bosan,2.0,2021-06-24,09:54:43,dickyagustinus4435,negative
1039,kalau hubungan itu baik kecil kemungkinan teular corona masalahnya hubungannya tidak baik sepei seks bebas termasuk dansa seluruh tubuh bersentuhan,0.0,2021-06-23,01:30:45,yusufkhield3702,negative
1040,karena orang dari jepang virus corona menjadi sampai sekarang,0.0,2021-06-21,09:11:31,radenjenandra8275,negative
1041,hbd covid 19 moga cpt musnah ya,0.0,2021-06-21,02:56:51,gedeganendra8879,positive
1042,terus gimana itu sekarang kabar 2 orang tersebut yg peama kali terjangkit virus corona,0.0,2021-06-19,12:29:58,pangeranlembahangker2590,positive
1043,izin menggunakan video,0.0,2021-06-17,23:27:59,putrilarisa4302,negative
1044,sedang menunggu berita virus corona ilang,3.0,2021-06-10,08:55:03,andikapratama7264,negative
1045,y,0.0,2021-06-15,04:54:46,GilbranAldiano,positive
1046,8 juni 2021 semoga corona cepat berlalu amiin,0.0,2021-06-08,14:20:25,jovisetiawan1058,positive
1047,tetap waspada virus yg temukan dan gw rasakan berupa hewan kecil sejenis kutu atau rayap tapi lebih condong amoeba,0.0,2021-05-17,18:58:37,josuatambunan7876,negative
1048,gw puji tuhan hanya dapat merasakan di tangan gw,0.0,2021-05-17,19:00:16,josuatambunan7876,positive
1049,saya tamatan sma tapi mohon penjelasannya obat corona belum ditemukan tapi ada yg sembuh,0.0,2021-05-16,14:34:53,jodisiantar8807,positive
1050,hallo mohon ijin untuk menggunakan beberapa potongan video ini ya untuk keperluan video perpisahan teman teman kuliah,0.0,2021-05-11,22:50:25,apipudin7376,neutral
1051,kasus corona 2020 akan di kenang seluruh dunia,1.0,2021-05-11,08:54:26,zahraputri9602,positive
1052,peanya an saya apakah warga depok yg terkena itu sampai mati gak kan masih sehat2 aja kn yg mati itu karena udh tua dan punya penyakit dalam,0.0,2021-05-09,22:25:35,arismobilponorogo1286,negative
1053,udah 1 tahun aja,0.0,2021-05-09,20:20:31,user-ep6vk7cw6f,neutral
1054,hoax,0.0,2021-05-07,05:06:53,bankjalibankjali874,negative
1055,bismillah idul fitri 2021 corona hilang aamiin,0.0,2021-05-05,15:24:18,irvan907,positive
1056,itu warga jepang cewek atau cowok,0.0,2021-05-02,14:31:13,siafaff4762,negative
1057,ya jadi saya berasal dari bulan april tahun 2021 saya menunggu kabar dari teman2 yg membaca komen saya di tahun 2030 dan 2045 quot apakah dunia sudah kembali normal quot,1.0,2021-04-27,06:03:23,CalonSatria,neutral
1058,izin copas buat tugas,1.0,2021-04-25,14:07:04,nurfadzilatulmujizah6141,neutral
1059,bismillah yang perlu obat covid alhamdulillah dgn izin allah kami ada obatnya sdh terbukti 1 keluarga yg positif menjadi negatif covid setelah mengkonsumsi madu murni premium dari kami produk sudah teruji lab silahkan buktikan sendiri khasiatnya info 081320960011 whatsapp,2.0,2021-04-22,17:55:03,imahabumadu,positive
1060,buat kalian di 2020 stay safe ya corona belum hilang di 2021,0.0,2021-04-22,14:26:21,anakcantik1857,neutral
1061,bismillahirrahmanirrahim kotoshi 2021 2030 nen ni indoneshia zendo de eiky o uketa koronauirusu no sh rei ga takusan aru koto o negatte imasu,1.0,2021-04-22,01:48:33,awfulwinners6810,neutral
1062,info dari thn 2021,0.0,2021-04-21,13:31:17,vinat2874,positive
1063,flashback,0.0,2021-04-21,01:41:26,gamingoffuture9220,positive
1064,aku benci oknum2 dibalik penyebaran covid semoga dapat balasannya,0.0,2021-04-18,18:21:11,frundetortue,positive
1065,andai orang jepang itu ga dateng ke indonesia,1.0,2021-04-13,08:13:57,cxllystaaptryy,negative
1066,iya bener tuh,0.0,2021-04-17,05:48:32,jeremmyprasetya2782,positive
1067,minggu 11 april 2021,0.0,2021-04-11,05:28:11,farrelikhsan2667,neutral
1068,sianjg,0.0,2021-04-07,12:49:19,veekorozu6839,positive
1069,semoga 2 org ini abadi di neraka,0.0,2021-04-07,11:43:07,qevalafya2783,positive
1070,jgn kek gitu kalo virus memang mudah nyebar,0.0,2021-04-09,14:12:53,supermangaming962,negative
1071,gue kesini penasaran awal mula korona masuk ke nasional,0.0,2021-04-06,20:22:10,naise5944,neutral
1072,apkah korona berasal dri negara jpn,0.0,2021-04-06,20:19:47,naise5944,neutral
1073,virus nya dari wuhan china mungkin dia teular dari temannya yg dari china lalu membawa corona ke indonesia kali,0.0,2021-07-12,00:51:24,fkhrluigm,negative
1074,halo saya dari masa depan,0.0,2021-04-04,17:40:56,mhdtondi5978,neutral
1075,udah penuh kenangan bos udah 1 juta,0.0,2021-04-03,05:12:02,agenpm5039,negative
1076,wuu corona titit ak jdi egk bsa cekullah aggie,1.0,2021-04-02,02:19:00,wtrmlnxzy_1563,negative
1077,ditunggu judulnya quot kasus terakhir covid19 quot,1.0,2021-03-31,01:46:40,fadhilxm1874,negative
1078,gak kerasa udh 1 tahun,1.0,2021-03-31,00:15:41,nanang9677,neutral
1079,sudah 1 tahun 39,0.0,2021-03-30,23:11:58,fatharanafish9999,neutral
1080,udah 1 tahun aja corona di indonesiatelat 26 hari,0.0,2021-03-27,23:51:19,garbyilhamperdana6288,neutral
1081,gw dtg dari 2021 gw rindu 2020 walaupun agak sedikit menyiksa,2.0,2021-03-25,05:58:31,lasroradja7408,negative
1082,1 years ago,1.0,2021-03-24,04:21:36,01.muhammadzackys83,positive
1083,udah 1 tahun aja ya,0.0,2021-03-23,23:40:51,panpoygamers2625,neutral
1084,haul 1 thn copet 19 ndang lungo o cok,0.0,2021-03-23,17:00:15,rikoszaputra9711,positive
1085,bulan agustus nanti corona lenyap dari indonesia,0.0,2021-03-23,14:43:24,layar7474,positive
1086,ga kerasa one year telah berlalu,0.0,2021-03-21,23:34:48,stnrzhra7418,negative
1087,anchornya cantik,0.0,2021-03-21,04:32:44,user-lo4wi6xb4n,positive
1088,nih yang kasus peama ini orang yang kena itu fix beban negara jadinya satu juta kena awas lu gua tandain muka lu,1.0,2021-03-21,04:17:51,zeppphry4,negative
